,kilde (aktivitet),energiprodukt,komponent,år,statistikkvariabel,"13931: Klimagasser AR5, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
15739,7 Jordbruk,VT3 Gass,A10 Klimagasser i alt,2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15740,7 Jordbruk,VT3 Gass,A10 Klimagasser i alt,2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15741,7 Jordbruk,VT3 Gass,A10 Klimagasser i alt,2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15742,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15743,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15744,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15745,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15746,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15747,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15748,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15749,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15750,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15751,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15752,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15753,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15754,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15755,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15756,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15757,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15758,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15759,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15760,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15761,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15762,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15763,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15764,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15765,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15766,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15767,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15768,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15769,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15770,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15771,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15772,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15773,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15774,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15775,7 Jordbruk,VT3 Gass,K11 Karbondioksid (CO2),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15776,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15777,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15778,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15779,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15780,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15781,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15782,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15783,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15784,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15785,7 Jordbruk,VT3 Gass,K12 Metan (CH4),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15786,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15787,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15788,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15789,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15790,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15791,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15792,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15793,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15794,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15795,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15796,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15797,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15798,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15799,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15800,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15801,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15802,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15803,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15804,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15805,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15806,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15807,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15808,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15809,7 Jordbruk,VT3 Gass,K12 Metan (CH4),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15810,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15811,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15812,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15813,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15814,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15815,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15816,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15817,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15818,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15819,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15820,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15821,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15822,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15823,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15824,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15825,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15826,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15827,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15828,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15829,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15830,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15831,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15832,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15833,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15834,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15835,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15836,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15837,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15838,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15839,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15840,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15841,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15842,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15843,7 Jordbruk,VT3 Gass,K13 Lystgass (N2O),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15844,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15845,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15846,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15847,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15848,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15849,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15850,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15851,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15852,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15853,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15854,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15855,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15856,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15857,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15858,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15859,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15860,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15861,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15862,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15863,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15864,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15865,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15866,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15867,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15868,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15869,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15870,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15871,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15872,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15873,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15874,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15875,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15876,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15877,7 Jordbruk,VT3 Gass,K80 Hydrofluorkarboner (HFK),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15878,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15879,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15880,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15881,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15882,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15883,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15884,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15885,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15886,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15887,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15888,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15889,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15890,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15891,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15892,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15893,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15894,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15895,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15896,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15897,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15898,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15899,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15900,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15901,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15902,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15903,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15904,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15905,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15906,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15907,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15908,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15909,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15910,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15911,7 Jordbruk,VT3 Gass,K90 Perfluorkarboner (PFK),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15912,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15913,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15914,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15915,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15916,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15917,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15918,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15919,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15920,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15921,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15922,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15923,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15924,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15925,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
